"Плей-лист на СУББОТА, 16.05.2015 г. Перец Европа",,,,,,,,,,
"Источник, логотип",Время выхода в эфир,Название передачи,Хронометраж,Таймкод начальный,Таймкод конечный,Номер эфирной кассеты,GPO,Аудит,Тип рекламы,Б/С
Лого ДА,18:46:49:09,Gastal  1 Три желания,00:00:15:00,00:00:00:00,00:00:15:00,485283,,,КР,
Лого ДА,18:47:04:09,Rexona  Venus'20,00:00:20:00,00:00:00:00,00:00:20:00,495450,,,КР,
Лого ДА,18:47:24:09,Эльдорадо 2015  5m 20 week Tricolor,00:00:15:00,00:00:00:00,00:00:15:00,503054,,,КР,
Лого ДА,18:47:39:09,Авито  Общий v2,00:00:20:00,00:00:00:00,00:00:20:00,493420,,,КР,
Лого ДА,18:47:59:09,Renault Sandero  В ритме элементов May 2015,00:00:30:00,00:00:00:00,00:00:30:00,500532,,,КР,
Лого ДА,18:48:29:09,Samsung  Galaxy S6 edge Кредит титр1/00:00:11:00/00:00:01:00/PCDA0415.tga,00:00:30:00,00:00:00:00,00:00:30:00,500681,"GR095
00:00:11:00/00:00:01:00",,КР,
Лого ДА,18:48:59:09,Max Factor  Мерилин Монро,00:00:15:00,00:00:00:00,00:00:15:00,484582,,,КР,
Лого ДА,18:49:14:09,Фруктовый сад  Ветка,00:00:15:00,00:00:00:00,00:00:15:00,500032,,,КР,
Лого ДА,18:49:29:09,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,18:49:30:09,.+100500.с15мая_Вс23_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002859,,,,
Лого ДА,18:50:00:09,ЧтоБылоДальше.с18мая_ПнЧт19.30_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002910,,,,
Лого ДА,18:50:15:09,КИТАЙСКИЙ СЕРВИЗ (РЕСТ.) (окончание) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:09:06:00/00:00:08:00/ABY_SE19.tga,00:10:15:00,01:26:39:00,01:36:54:00,PR_121023055,"GR096
00:00:00:00/00:00:08:00
00:09:06:00/00:00:08:00",0+,,"00:00:08:00/00:08:58:00
00:09:14:00/00:01:01:00"
Лого ДА,19:00:30:09,"КИТАЙСКИЙ СЕРВИЗ._ТИТРЫ.16,17.05",00:00:31:00,00:00:00:00,00:00:31:00,VAT000390,,,,
Лого ДА,19:01:01:09,9MАЯ_КУРЕНИЕ,00:00:05:00,00:00:00:00,00:00:05:00,GRF_0054,,,,
Лого ДА,19:01:06:09,АНТИБУМЕР (начало) титр2/00:00:00:00/00:00:08:00/P_16.tga титр4/00:01:44:24/00:00:08:00/B2_S2030.tga,00:08:08:15,00:00:00:05,00:08:08:20,PR_121039659,"GR097
00:00:00:00/00:00:08:00
00:01:44:24/00:00:08:00",16+,,"00:00:08:00/00:01:36:24
00:01:52:24/00:06:15:16"
Лого ДА,19:09:14:24,Участок.Лицас15мая_ПнЧт20_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002758,,,,
Лого ДА,19:09:59:24,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,19:10:04:24,2616_Hot Shapers Prolong_off price  Спонсорство 2015 Перец,00:01:00:00,00:00:00:00,00:01:00:00,501909,,,СЗО,
Лого ДА,19:11:04:24,ID_PERETZ_NEW_5_ENR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0030_ENR,_ENR,,,
Лого ДА,19:11:09:24,Тюряга(Взаперти).22мая_Пт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002957,,,,
Лого ДА,19:11:39:24,Светофор.с18мая_ПнЧт22_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002998,,,,
Лого ДА,19:11:54:24,АНТИБУМЕР (продолжение) титр2/00:00:00:00/00:00:08:00/P_16.tga титр4/00:01:46:00/00:00:08:00/B2_S2030.tga,00:06:33:02,00:08:09:09,00:14:42:11,PR_121039659,"GR098
00:00:00:00/00:00:08:00
00:01:46:00/00:00:08:00",16+,,"00:00:08:00/00:01:38:00
00:01:54:00/00:04:39:02"
Лого ДА,19:18:28:01,Вечер.ПнЧт.с18мая.(Уч-20+1/5-21+С-22)_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002906,,,,
Лого ДА,19:18:58:01,ID_PERETZ_NEW_CLAY _REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0049_STF,_STF,,,
Лого ДА,19:19:03:01,Orbit  Аэропорт 2015,00:00:15:00,00:00:00:00,00:00:15:00,483767,,,КР,
Лого ДА,19:19:18:01,Adrenaline Rush  Секрет успеха 4,00:00:15:00,00:00:00:00,00:00:15:00,494896,,,КР,
Лого ДА,19:19:33:01,Евросеть  Евросеть + Samsung. Galaxy S6 Edge (GSM),00:00:20:00,00:00:00:00,00:00:20:00,501316,,,КР,
Лого ДА,19:19:53:01,DeAgostini  CV Tank T-72 01/15 fed,00:00:10:00,00:00:00:00,00:00:10:00,476713,,,КР,
Лого ДА,19:20:03:01,WOT  День Победы титр1/00:00:26:00/00:00:01:00/PCDA0415.tga,00:00:30:00,00:00:00:00,00:00:30:00,496745,"GR099
00:00:26:00/00:00:01:00",,КР,
Лого ДА,19:20:33:01,Jacobs Velour  Jacobs Velour Launch 1,00:00:25:00,00:00:00:00,00:00:25:00,499416,,,КР,
Лого ДА,19:20:58:01,Несквик Сириал момс  20 рублей,00:00:20:00,00:00:00:00,00:00:20:00,501251,,,КР,
Лого ДА,19:21:18:01,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,19:21:19:01,СвБундока-2.22мая_Пт21.45_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002962,,,,
Лого ДА,19:22:04:01,АНТИБУМЕР (продолжение) титр2/00:00:00:00/00:00:08:00/P_16.tga титр4/00:01:03:00/00:00:08:00/B2_S2030.tga,00:08:44:18,00:14:42:15,00:23:27:08,PR_121039659,"GR100
00:00:00:00/00:00:08:00
00:01:03:00/00:00:08:00",16+,,"00:00:08:00/00:00:55:00
00:01:11:00/00:07:33:18"
Лого ДА,19:30:48:19,.+100500.с15мая_Вс23_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002859,,,,
Лого ДА,19:31:18:19,ЧтоБылоДальше.с18мая_ПнЧт19.30_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002910,,,,
Лого ДА,19:31:33:19,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,19:31:38:19,1959_RENEW DUVET_off price  Спонсорство Перец 2015,00:01:15:00,00:00:00:00,00:01:15:00,500734,,,СЗО,
Лого ДА,19:32:53:19,ID_PERETZ_NEW_5_ENR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0030_ENR,_ENR,,,
Лого ДА,19:32:58:19,Светофор.№2.с18мая_ПнЧт22_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN003001,,,,
Лого ДА,19:33:13:19,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
Лого ДА,19:33:43:19,АНТИБУМЕР (продолжение) титр2/00:00:00:00/00:00:08:00/P_16.tga титр4/00:02:17:00/00:00:08:00/B2_S2030.tga,00:08:38:07,00:23:28:00,00:32:06:07,PR_121039659,"GR101
00:00:00:00/00:00:08:00
00:02:17:00/00:00:08:00",16+,,"00:00:08:00/00:02:09:00
00:02:25:00/00:06:13:07"
Лого ДА,19:42:22:01,Вечер.ПнЧт.с18мая.(Уч-20+1/5-21+С-22)_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002906,,,,
Лого ДА,19:42:52:01,ID_PERETZ_NEW_METAL_REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0051_STF,_STF,,,
Лого ДА,19:42:57:01,Авито  Общий v2,00:00:20:00,00:00:00:00,00:00:20:00,493420,,,КР,
Лого ДА,19:43:17:01,Lay's  05 15 Play,00:00:30:00,00:00:00:00,00:00:30:00,499162,,,КР,
Лого ДА,19:43:47:01,Gastal  1 Три желания,00:00:15:00,00:00:00:00,00:00:15:00,485283,,,КР,
Лого ДА,19:44:02:01,"Тойота РАВ4,Тойота Камри,Тойота Королла  Тактическая кампания май 2015",00:00:20:00,00:00:00:00,00:00:20:00,503328,,,КР,
Лого ДА,19:44:22:01,Магги Фиксес  Филе титр1/00:00:01:00/00:00:01:00/PCDA0415.tga,00:00:25:00,00:00:00:00,00:00:25:00,499610,"GR102
00:00:01:00/00:00:01:00",,КР,
Лого ДА,19:44:47:01,Lipton Ice Tea  Cool Journey,00:00:15:00,00:00:00:00,00:00:15:00,501680,,,КР,
Лого ДА,19:45:02:01,DeAgostini  CV Tank T-72 01/15 fed,00:00:10:00,00:00:00:00,00:00:10:00,476713,,,КР,
Лого ДА,19:45:12:01,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,19:45:13:01,АНТИБУМЕР (продолжение) титр2/00:00:00:00/00:00:08:00/P_16.tga титр4/00:02:17:00/00:00:08:00/B2_S2030.tga,00:07:26:04,00:32:06:10,00:39:32:14,PR_121039659,"GR103
00:00:00:00/00:00:08:00
00:02:17:00/00:00:08:00",16+,,"00:00:08:00/00:02:09:00
00:02:25:00/00:05:01:04"
Лого ДА,19:52:39:05,.+100500.с15мая_Вс23_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002859,,,,
Лого ДА,19:53:09:05,ID_PERETZ_NEW_CLAY _REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0049_STF,_STF,,,
Лого ДА,19:53:14:05,Nivea Face Care  Double Effect,00:00:15:00,00:00:00:00,00:00:15:00,500136,,,КР,
Лого ДА,19:53:29:05,Lipton Ice Tea  Cool Journey,00:00:30:00,00:00:00:00,00:00:30:00,501607,,,КР,
Лого ДА,19:53:59:05,Роллтон Вермишель БП,00:00:15:00,00:00:00:00,00:00:15:00,502464,,,КР,
Лого ДА,19:54:14:05,Кари (обувь)  Кари 4-8 мая 2015 (фед),00:00:10:00,00:00:00:00,00:00:10:00,499291,,,КР,
Лого ДА,19:54:24:05,Adrenaline Rush  Секрет успеха 4,00:00:15:00,00:00:00:00,00:00:15:00,494896,,,КР,
Лого ДА,19:54:39:05,Евросеть  Евросеть + Samsung. Galaxy S6 Edge (GSM) титр1/00:00:01:00/00:00:01:00/PCDA0415.tga,00:00:20:00,00:00:00:00,00:00:20:00,501316,"GR104
00:00:01:00/00:00:01:00",,КР,
Лого ДА,19:54:59:05,Lay's  05 15 Play,00:00:30:00,00:00:00:00,00:00:30:00,499162,,,КР,
Лого ДА,19:55:29:05,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,19:55:30:05,АНТИБУМЕР (продолжение) титр2/00:00:00:00/00:00:08:00/P_16.tga титр4/00:02:30:00/00:00:08:00/B2_S2030.tga,00:03:08:11,00:39:32:17,00:42:41:03,PR_121039659,"GR105
00:00:00:00/00:00:08:00
00:02:30:00/00:00:08:00",16+,,"00:00:08:00/00:02:22:00
00:02:38:00/00:00:30:11"
Лого ДА,19:58:38:16,АНТИБУМЕР (продолжение),00:07:18:20,00:43:09:11,00:50:28:06,PR_121039659,,16+,,00:00:00:00/00:07:18:20
Лого ДА,20:05:57:11,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
Лого ДА,20:06:27:11,ЧтоБылоДальше.с18мая_ПнЧт19.30_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002910,,,,
Лого ДА,20:06:42:11,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,20:06:47:11,Швейная машинка_2828  С 01.05 Спонсорство Перец 2015,00:01:00:00,00:00:00:00,00:01:00:00,502974,,,СЗО,
Лого ДА,20:07:47:11,ID_PERETZ_NEW_5_ENR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0030_ENR,_ENR,,,
Лого ДА,20:07:52:11,СвБундока-2.22мая_Пт21.45_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002962,,,,
Лого ДА,20:08:37:11,АНТИБУМЕР (продолжение) титр2/00:00:00:00/00:00:08:00/P_16.tga титр4/00:01:12:00/00:00:08:00/B2_S2030.tga,00:06:18:21,00:50:28:09,00:56:47:05,PR_121039659,"GR106
00:00:00:00/00:00:08:00
00:01:12:00/00:00:08:00",16+,,"00:00:08:00/00:01:04:00
00:01:20:00/00:04:58:21"
Лого ДА,20:14:56:07,.+100500.с15мая_Вс23_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002859,,,,
Лого ДА,20:15:26:07,ID_PERETZ_NEW_METAL_REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0051_STF,_STF,,,
Лого ДА,20:15:31:07,WOT  День Победы,00:00:30:00,00:00:00:00,00:00:30:00,496745,,,КР,
Лого ДА,20:16:01:07,Snickers  Mr.Bean,00:00:20:00,00:00:00:00,00:00:20:00,492792,,,КР,
Лого ДА,20:16:21:07,Эльдорадо 2015  5m 20 week Tricolor,00:00:15:00,00:00:00:00,00:00:15:00,503054,,,КР,
Лого ДА,20:16:36:07,Volkswagen  VW “Tiguan & Polo CLUB”,00:00:30:00,00:00:00:00,00:00:30:00,493022,,,КР,
Лого ДА,20:17:06:07,DeAgostini  CV Tank T-72 01/15 fed,00:00:10:00,00:00:00:00,00:00:10:00,476713,,,КР,
Лого ДА,20:17:16:07,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,20:17:21:07,Jacobs Velour  Jacobs Velour Launch 1,00:00:25:00,00:00:00:00,00:00:25:00,499416,,,КРП,
Лого ДА,20:17:46:07,Colgate Total  Colgate Total_2015_15,00:00:15:00,00:00:00:00,00:00:15:00,485756,,,КРП,
Лого ДА,20:18:01:07,Напитки из Черноголовки  Дюшес.2015,00:00:10:00,00:00:00:00,00:00:10:00,501284,,,КРП,
Лого ДА,20:18:11:07,Alpen Gold  Автобус,00:00:20:00,00:00:00:00,00:00:20:00,490713,,,КРП,
Лого ДА,20:18:31:07,Colgate SAN  Colgate SAN_2015_20,00:00:20:00,00:00:00:00,00:00:20:00,493063,,,КРП,
Лого ДА,20:18:51:07,ID_PERETZ_NEW_5_ENR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0030_ENR,_ENR,,,
Лого ДА,20:18:56:07,Участок.2с15мая_ПнЧт20_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002812,,,,
Лого ДА,20:19:41:07,АНТИБУМЕР (продолжение) титр2/00:00:00:00/00:00:08:00/P_16.tga титр4/00:01:42:00/00:00:08:00/B2_S2030.tga,00:08:43:10,00:57:30:10,01:06:13:20,PR_121039659,"GR107
00:00:00:00/00:00:08:00
00:01:42:00/00:00:08:00",16+,,"00:00:08:00/00:01:34:00
00:01:50:00/00:06:53:10"
Лого ДА,20:28:24:17,АНТИБУМЕР (окончание) титр4/00:02:22:00/00:00:08:00/B2_S2030.tga,00:03:28:03,01:06:13:23,01:09:42:01,PR_121039659,"GR108
00:02:22:00/00:00:08:00",16+,,"00:00:00:00/00:02:22:00
00:02:30:00/00:00:58:03"
Лого ДА,20:31:52:20,"АНТИБУМЕР._ТИТРЫ.16,17.05",00:00:31:00,00:00:00:00,00:00:31:00,VAT000391,,,,
Лого ДА,20:32:23:20,9MАЯ_КУРЕНИЕ,00:00:05:00,00:00:00:00,00:00:05:00,GRF_0054,,,,
Лого ДА,20:32:28:20,БУМЕР. ФИЛЬМ ВТОРОЙ (начало) титр2/00:00:00:00/00:00:08:00/P_16.tga титр4/00:04:00:00/00:00:08:00/BY_S23.tga,00:08:31:03,00:00:00:05,00:08:31:08,PR_121039660,"GR109
00:00:00:00/00:00:08:00
00:04:00:00/00:00:08:00",16+,,"00:00:08:00/00:03:52:00
00:04:08:00/00:04:23:03"
Лого ДА,20:40:59:23,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
Лого ДА,20:41:29:23,ЧтоБылоДальше.с18мая_ПнЧт19.30_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002910,,,,
Лого ДА,20:41:44:23,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,20:41:49:23,Швейная машинка_2828  С 01.05 Спонсорство Перец 2015,00:01:15:00,00:00:00:00,00:01:15:00,502973,,,СЗО,
Лого ДА,20:43:04:23,ID_PERETZ_NEW_5_ENR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0030_ENR,_ENR,,,
Лого ДА,20:43:09:23,Тюряга(Взаперти).22мая_Пт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002957,,,,
Лого ДА,20:43:39:23,Вечер.ПнЧт.с18мая.(Уч-20+1/5-21+С-22)_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002906,,,,
Лого ДА,20:44:09:23,БУМЕР. ФИЛЬМ ВТОРОЙ (продолжение) титр2/00:00:00:00/00:00:08:00/P_16.tga титр4/00:03:00:00/00:00:08:00/BY_S23.tga,00:09:04:01,00:08:31:10,00:17:35:11,PR_121039660,"GR110
00:00:00:00/00:00:08:00
00:03:00:00/00:00:08:00",16+,,"00:00:08:00/00:02:52:00
00:03:08:00/00:05:56:01"
Лого ДА,20:53:13:24,.+100500.с15мая_Вс23_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002859,,,,
Лого ДА,20:53:43:24,ID_PERETZ_NEW_CLAY _REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0049_STF,_STF,,,
Лого ДА,20:53:48:24,Orbit  Аэропорт 2015,00:00:15:00,00:00:00:00,00:00:15:00,483767,,,КР,
Лого ДА,20:54:03:24,Эльдорадо 2015  5m 20 week Tricolor,00:00:15:00,00:00:00:00,00:00:15:00,503054,,,КР,
Лого ДА,20:54:18:24,Domofond  04.15 Домофонд v2,00:00:30:00,00:00:00:00,00:00:30:00,499628,,,КР,
Лого ДА,20:54:48:24,Volkswagen  VW “Tiguan & Polo CLUB”,00:00:30:00,00:00:00:00,00:00:30:00,493022,,,КР,
Лого ДА,20:55:18:24,Релиф  Оркестр v3,00:00:10:00,00:00:00:00,00:00:10:00,486624,,,КР,
Лого ДА,20:55:28:24,Несквик Сириал момс  20 рублей,00:00:20:00,00:00:00:00,00:00:20:00,501251,,,КР,
Лого ДА,20:55:48:24,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,20:55:53:24,Sensodyne  Востановление и защита,00:00:30:00,00:00:00:00,00:00:30:00,476770,,,КРП,
Лого ДА,20:56:23:24,Renault Sandero  В ритме элементов May 2015,00:00:20:00,00:00:00:00,00:00:20:00,499658,,,КРП,
Лого ДА,20:56:43:24,Alpen Gold  Автобус,00:00:20:00,00:00:00:00,00:00:20:00,490713,,,КРП,
Лого ДА,20:57:03:24,Colgate SAN  Colgate SAN_2015_20,00:00:20:00,00:00:00:00,00:00:20:00,493063,,,КРП,
Лого ДА,20:57:23:24,ID_PERETZ_NEW_5_ENR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0030_ENR,_ENR,,,
Лого ДА,20:57:28:24,СвБундока-2.22мая_Пт21.45_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002962,,,,
Лого ДА,20:58:13:24,Участок.Дача.с15мая_ПнЧт20_15 Нов,00:00:15:00,00:00:00:00,00:00:15:00,VAN002995,,,,
Лого ДА,20:58:28:24,БУМЕР. ФИЛЬМ ВТОРОЙ (продолжение) титр2/00:00:00:00/00:00:08:00/P_16.tga титр4/00:01:54:00/00:00:08:00/BY_S23.tga,00:08:58:04,00:17:36:00,00:26:34:04,PR_121039660,"GR111
00:00:00:00/00:00:08:00
00:01:54:00/00:00:08:00",16+,,"00:00:08:00/00:01:46:00
00:02:02:00/00:06:56:04"
Лого ДА,21:07:27:03,J-7  СЗ 2015_вых,00:00:10:00,00:00:00:00,00:00:10:00,497894,,,СЗ,
Лого ДА,21:07:37:03,ID_PERETZ_NEW_METAL_REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0051_STF,_STF,,,
Лого ДА,21:07:42:03,Евросеть  Евросеть + Samsung. Galaxy S6 Edge (GSM),00:00:20:00,00:00:00:00,00:00:20:00,501316,,,КР,
Лого ДА,21:08:02:03,Alpen Gold  Автобус,00:00:20:00,00:00:00:00,00:00:20:00,490713,,,КР,
Лого ДА,21:08:22:03,Always  Фото,00:00:20:00,00:00:00:00,00:00:20:00,433325,,,КР,
Лого ДА,21:08:42:03,DeAgostini  CV2 Tank T-72 01/15 fed,00:00:05:00,00:00:00:00,00:00:05:00,476719,,,КР,
Лого ДА,21:08:47:03,Skittles  1 Giraffe титр1/00:00:11:00/00:00:01:00/PCDA0415.tga,00:00:15:00,00:00:00:00,00:00:15:00,357353,"GR112
00:00:11:00/00:00:01:00",,КР,
Лого ДА,21:09:02:03,Deo Men  Black&White Male 15,00:00:15:00,00:00:00:00,00:00:15:00,500623,,,КР,
Лого ДА,21:09:17:03,Lay's  05 15 Play,00:00:30:00,00:00:00:00,00:00:30:00,499162,,,КР,
Лого ДА,21:09:47:03,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,21:09:48:03,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
Лого ДА,21:10:18:03,ЧтоБылоДальше.с18мая_ПнЧт19.30_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002910,,,,
Лого ДА,21:10:33:03,БУМЕР. ФИЛЬМ ВТОРОЙ (продолжение) титр2/00:00:00:00/00:00:08:00/P_16.tga титр4/00:02:26:00/00:00:08:00/BY_S23.tga,00:06:47:09,00:26:34:06,00:33:21:15,PR_121039660,"GR113
00:00:00:00/00:00:08:00
00:02:26:00/00:00:08:00",16+,,"00:00:08:00/00:02:18:00
00:02:34:00/00:04:13:09"
Лого ДА,21:17:20:12,.+100500.с15мая_Вс23_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002859,,,,
Лого ДА,21:17:50:12,ID_PERETZ_NEW_CLAY _REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0049_STF,_STF,,,
Лого ДА,21:17:55:12,Lipton Ice Tea  Cool Journey,00:00:15:00,00:00:00:00,00:00:15:00,501680,,,КР,
Лого ДА,21:18:10:12,Магги Фиксес  Филе,00:00:25:00,00:00:00:00,00:00:25:00,499610,,,КР,
Лого ДА,21:18:35:12,Евросеть  Евросеть + Samsung. Galaxy S6 Edge (GSM),00:00:20:00,00:00:00:00,00:00:20:00,501316,,,КР,
Лого ДА,21:18:55:12,МТС Гугл май  20.04.2015 титр1/00:00:26:00/00:00:01:00/PCDA0415.tga,00:00:30:00,00:00:00:00,00:00:30:00,501023,"GR114
00:00:26:00/00:00:01:00",,КР,
Лого ДА,21:19:25:12,Nivea Men  Sensitive Shaving,00:00:20:00,00:00:00:00,00:00:20:00,496210,,,КР,
Лого ДА,21:19:45:12,Jacobs Velour  Jacobs Velour Launch 1,00:00:25:00,00:00:00:00,00:00:25:00,499416,,,КР,
Лого ДА,21:20:10:12,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,21:20:11:12,БУМЕР. ФИЛЬМ ВТОРОЙ (продолжение) титр2/00:00:00:00/00:00:08:00/P_16.tga титр4/00:01:45:00/00:00:08:00/BY_S23.tga,00:07:04:19,00:33:21:17,00:40:26:11,PR_121039660,"GR115
00:00:00:00/00:00:08:00
00:01:45:00/00:00:08:00",16+,,"00:00:08:00/00:01:37:00
00:01:53:00/00:05:11:19"
Лого ДА,21:27:16:06,Вечер.ПнЧт.с18мая.(Уч-20+1/5-21+С-22)_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002906,,,,
Лого ДА,21:27:46:06,ЧтоБылоДальше.с18мая_ПнЧт19.30_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002910,,,,
Лого ДА,21:28:01:06,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,21:28:06:06,1657_Pest Reject Prolong_off price FN  Спонсорство Перец 2015,00:01:15:00,00:00:00:00,00:01:15:00,502360,,,СЗО,
Лого ДА,21:29:21:06,ID_PERETZ_NEW_5_ENR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0030_ENR,_ENR,,,
Лого ДА,21:29:26:06,СвБундока-2.22мая_Пт21.45_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002962,,,,
Лого ДА,21:30:11:06,БУМЕР. ФИЛЬМ ВТОРОЙ (продолжение) титр2/00:00:00:00/00:00:08:00/P_16.tga титр4/00:02:15:00/00:00:08:00/BY_S23.tga,00:04:50:23,00:40:30:21,00:45:21:19,PR_121039660,"GR116
00:00:00:00/00:00:08:00
00:02:15:00/00:00:08:00",16+,,"00:00:08:00/00:02:07:00
00:02:23:00/00:02:27:23"
Лого ДА,21:35:02:04,БУМЕР. ФИЛЬМ ВТОРОЙ (продолжение),00:05:42:12,00:45:30:00,00:51:12:12,PR_121039660,,16+,,00:00:00:00/00:05:42:12
Лого ДА,21:40:44:16,.+100500.с15мая_Вс23_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002859,,,,
Лого ДА,21:41:14:16,ID_PERETZ_NEW_METAL_REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0051_STF,_STF,,,
Лого ДА,21:41:19:16,Несквик Сириал момс  20 рублей,00:00:20:00,00:00:00:00,00:00:20:00,501251,,,КР,
Лого ДА,21:41:39:16,Кари (обувь)  Кари 4-8 мая 2015 (фед),00:00:10:00,00:00:00:00,00:00:10:00,499291,,,КР,
Лого ДА,21:41:49:16,M&M`s  Love ballad 2,00:00:20:00,00:00:00:00,00:00:20:00,493861,,,КР,
Лого ДА,21:42:09:16,Витапрост  Витапрост v2,00:00:10:00,00:00:00:00,00:00:10:00,498326,,,КР,
Лого ДА,21:42:19:16,"Тойота РАВ4,Тойота Камри,Тойота Королла  Тактическая кампания май 2015",00:00:20:00,00:00:00:00,00:00:20:00,503328,,,КР,
Лого ДА,21:42:39:16,Евросеть  Евросеть + Samsung. Galaxy S6 Edge (GSM) титр1/00:00:06:00/00:00:01:00/PCDA0415.tga,00:00:20:00,00:00:00:00,00:00:20:00,501316,"GR117
00:00:06:00/00:00:01:00",,КР,
Лого ДА,21:42:59:16,РГС  Десерты,00:00:15:00,00:00:00:00,00:00:15:00,501797,,,КР,
Лого ДА,21:43:14:16,Nivea Men  Greetings,00:00:05:00,00:00:00:00,00:00:05:00,497306,,,КР,
Лого ДА,21:43:19:16,Orbit  Аэропорт 2015,00:00:15:00,00:00:00:00,00:00:15:00,483767,,,КР,
